OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
18122975,12/31/2018,03:06:00,12/31/2018,03:48:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,PUB,Z2,NULL,NULL,NULL,NULL,NULL,NULL,1
18122977,12/31/2018,15:20:00,12/31/2018,15:24:00,2399,Larceny Offense Free Text,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z2,Delta Sigma Phi Fraternity,165,NULL,Fourth Street NW,NULL,NULL,1
18122973,12/30/2018,23:15:00,12/30/2018,23:40:00,3562,Marijuana – Possession of,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Fifth Street, NW@ Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
18122971,12/29/2018,08:30:00,12/29/2018,09:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,NULL,ONCAM,Z4,West Village Dining Commons,532,NULL,Eighth Street NW,33.779285,-84.404688,1
18122972,12/29/2018,23:26:00,12/30/2018,00:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"North Avenue, NW @ Techwood Drive, NW",NULL,NULL,North Avenue @ Tech Parkway NW,NULL,NULL,1
19020257,12/28/2018,17:00:00,01/02/2019,17:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,Student Center   104   Z3,351,NULL,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18122967,12/28/2018,10:39:00,12/28/2018,10:39:00,9999,Non-Crime (not reported to state),Closed/Cleared,NULL,ONCAM,Z3,School of Industrial & Systems Eng. 57  Z3,765,NULL,"Ferst Drive, NW",33.7757942,-84.402042,1
18122968,12/28/2018,14:07:00,12/28/2018,14:07:00,9999,Non-Crime (not reported to state),Closed/Cleared,NULL,ONCAM,Z2,Instructional Center   55   Z3,759,NULL,Ferst Drive NW,33.775444563000001,-84.401297829499995,1
18122969,12/28/2018,14:38:00,12/28/2018,14:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,NULL,ONCAM,Z3,Groseclose Building (ISYE)  56  Z3,765,NULL,Ferst Drive NW,33.775720319400001,-84.401769531699998,1
18122965,12/28/2018,02:30:00,12/28/2018,03:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAM,Z2,Waffle House,66,NULL,"Fifth Street, NW",33.776725,-84.389468,1
18122966,12/28/2018,06:51:00,NULL,NULL,9999,Non-Crime (not reported to state),Closed/Cleared,NULL,ONCAM,NULL,Manufacturing Rel. Disc. Complex (MRDC)   135  Z3,801,NULL,Ferst Drive NW,33.776967917900002,-84.400502691,1
18122964,12/27/2018,12:54:00,NULL,NULL,9999,Non-Crime (not reported to state),Closed/Cleared,NULL,ONCAM,Z2,Technology Square Parking Deck 174  Z2,770,NULL,"Spring Street, NW",33.775586617599998,-84.389475466600004,1
